Student_id,Name,Physics_marks,Chemistry_marks,Math_marks,Aptitude_test,Total_percentage,Reservation_category
2305156,satyvrat,99,91,18,95,75.75,EWS
2305157,saud,28,87,50,90,63.75,General
2305158,sauhal,23,64,88,85,65,General
2305159,sauni,39,67,99,85,72.5,SC
2305160,saurab,29,27,91,100,61.75,General
2305161,saurabh,90,86,47,86,77.25,EWS
2305162,saurav,16,98,59,91,66,General
2305163,savan,56,92,69,94,77.75,EWS
2305164,saveena,35,24,33,99,47.75,General
2305165,saveroon,47,54,95,86,70.5,SC
2305166,saveta,17,45,22,87,42.75,General
2305167,savia,28,80,39,87,58.5,General
2305168,saviha,67,80,27,90,66,ST
2305169,savina,60,36,96,92,71,EWS
2305170,savita,51,33,66,93,60.75,ST
2305171,"savita,",96,33,99,96,81,SC
2305172,saviti,20,24,43,91,44.5,ST
2305173,savitri,84,87,26,100,74.25,EWS
2305174,savreen,80,25,50,95,62.5,SC
2305175,savrin,27,41,27,96,47.75,EWS
2305176,sawali,87,93,68,91,84.75,ST
2305177,sawan,33,33,73,85,56,EWS
2305178,sawana,67,72,94,92,81.25,SC
2305179,sawariya,84,43,83,91,75.25,ST
2305180,sawarmal,44,96,24,87,62.75,General
2305181,sawati,22,61,93,98,68.5,EWS
2305182,sawatri,74,58,86,98,79,ST
2305183,saweta,24,31,88,95,59.5,SC
2305184,sawrn,38,29,46,96,52.25,ST
2305185,sawtri,80,71,31,91,68.25,SC
2305186,sayada,44,66,25,98,58.25,SC
2305187,sayana,60,47,100,88,73.75,SC
2305188,sayara,76,97,80,96,87.25,EWS
2305189,sayari,58,50,42,85,58.75,EWS
2305190,sayda,84,100,30,90,76,ST
2305191,sayeri,48,98,29,92,66.75,EWS
2305192,sayja,81,71,71,90,78.25,EWS
2305193,sayma,77,49,74,90,72.5,General
2305194,sayna,26,35,43,96,50,EWS
2305195,sayra,51,28,94,86,64.75,General
2305196,sazi,92,72,23,94,70.25,General
2305197,sazia,84,72,36,90,70.5,ST
2305198,sazid,65,25,61,100,62.75,EWS
2305199,saziya,39,60,91,91,70.25,ST
2305200,sazmin,74,66,71,96,76.75,ST
2305201,sazya,39,69,87,85,70,General
2305202,schin,40,22,57,95,53.5,General
2305203,sedarath,80,22,65,86,63.25,SC
2305204,seeba,69,29,20,87,51.25,EWS
2305205,seekha,85,54,46,97,70.5,SC
2305206,seelam,91,51,18,91,62.75,General
2305207,seema,93,28,67,92,70,EWS
2305208,seeriya,51,26,24,96,49.25,SC
2305209,seeta,63,59,74,85,70.25,General
2305210,seetal,34,38,16,96,46,EWS
2305211,seeva,89,23,81,99,73,ST
2305212,sefali,89,19,67,99,68.5,ST
2305213,sehbaj,45,59,28,95,56.75,SC
2305214,sehboob,35,65,27,91,54.5,General
2305215,sehdev,34,35,76,88,58.25,General
2305216,sehin,17,69,30,85,50.25,SC
2305217,sehjal,52,29,65,100,61.5,ST
2305218,sehjamal,46,24,32,99,50.25,General
2305219,sehnaaz,31,40,28,92,47.75,EWS
2305220,sehnaj,17,43,73,100,58.25,SC
2305221,sehnawaj,79,48,79,85,72.75,ST
2305222,sehnaz,37,74,39,89,59.75,EWS
2305223,sehran,89,69,43,92,73.25,EWS
2305224,sehrunisa,75,77,40,93,71.25,SC
2305225,sehzad,88,98,81,96,90.75,General
2305226,sehzada,35,63,99,88,71.25,EWS
2305227,sejan,16,26,90,95,56.75,General
2305228,sekha,26,77,97,99,74.75,ST
2305229,selars,38,41,98,92,67.25,SC
2305230,selva,44,99,29,87,64.75,SC
2305231,sema,78,22,89,92,70.25,EWS
2305232,sen,30,64,49,86,57.25,SC
2305233,senser,93,43,21,94,62.75,ST
2305234,senthia,93,32,92,93,77.5,ST
2305235,sera,78,59,53,92,70.5,SC
2305236,serul,92,44,88,93,79.25,SC
2305237,sethi,56,62,65,88,67.75,SC
2305238,seti,73,69,22,20,46,General
2305239,seva,45,30,32,46,38.25,EWS
2305240,sevak,80,34,29,18,40.25,EWS
2305241,seweta,64,45,53,41,50.75,EWS
2305242,shabana,40,22,75,24,40.25,EWS
2305243,shabanam,78,58,20,75,57.75,SC
2305244,shabanm,37,37,63,58,48.75,SC
2305245,shabbenour,64,86,22,52,56,General
2305246,shabbi,89,23,49,50,52.75,EWS
2305247,shabbir,30,28,38,80,44,ST
2305248,shabbo,50,60,18,77,51.25,SC
2305249,shabi,26,50,34,45,38.75,General
2305250,shabila,15,47,91,93,61.5,EWS
2305251,shabina,77,74,77,55,70.75,SC
2305252,shabir,84,44,28,36,48,SC
2305253,shabnam,96,16,46,36,48.5,EWS
2305254,shabnur,72,67,93,94,81.5,SC
2305255,shaboob,94,48,52,94,72,SC
2305256,shabra,65,33,48,80,56.5,ST
2305257,shabreen,17,72,40,40,42.25,SC
2305258,shabuddin,23,80,20,29,38,EWS
2305259,shadab,43,51,86,76,64,SC
2305260,shadan,88,61,89,33,67.75,General
2305261,shadhana,99,27,72,78,69,SC
2305262,shadhik,85,41,22,90,59.5,General
2305263,shadhna,59,27,30,20,34,General
2305264,shadik,50,72,40,59,55.25,EWS
2305265,shadiya,93,62,63,82,75,SC
2305266,shadna,20,87,18,29,38.5,SC
2305267,shafi,49,20,94,50,53.25,SC
2305268,shafibul,25,22,87,43,44.25,EWS
2305269,shagufta,70,92,81,98,85.25,ST
2305270,shah,88,23,46,31,47,EWS
2305271,shahabuddin,79,93,94,74,85,ST
2305272,shahbaz,22,89,83,69,65.75,ST
2305273,shahboob,43,92,15,40,47.5,SC
2305274,shahbuddin,41,53,37,22,38.25,SC
2305275,shaheen,15,20,67,90,48,SC
2305276,shahera,91,69,29,71,65,General
2305277,shahgujta,94,35,60,27,54,EWS
2305278,shahib,67,95,30,28,55,SC
2305279,shahiba,40,23,54,100,54.25,General
2305280,shahid,47,69,22,26,41,ST
2305281,shahida,30,15,94,29,42,General
2305282,shahin,81,52,42,34,52.25,SC
2305283,shahina,31,15,25,81,38,EWS
2305284,shahir,18,38,25,38,29.75,EWS
2305285,shahista,46,54,51,62,53.25,SC
2305286,shahjad,77,37,24,36,43.5,General
2305287,shahjadi,47,60,29,95,57.75,General
2305288,shahna,89,87,17,90,70.75,EWS
2305289,shahnabaz,27,38,93,24,45.5,EWS
2305290,shahnaj,17,34,95,63,52.25,EWS
2305291,shahnam,27,33,20,71,37.75,ST
2305292,shahnawaj,44,63,94,42,60.75,SC
2305293,shahnawaz,40,73,66,27,51.5,SC
2305294,shahnaz,46,53,65,86,62.5,ST
2305295,shahnaza,27,55,100,20,50.5,EWS
2305296,shahnwaj,79,64,47,80,67.5,ST
2305297,shahrish,93,42,19,15,42.25,SC
2305298,shahruf,24,38,63,82,51.75,ST
2305299,shahrukh,45,78,49,88,65,General
2305300,shahvaj,24,44,86,49,50.75,SC
2305301,shahwaj,91,100,58,98,86.75,ST
2305302,shahzad,86,59,96,54,73.75,General
2305303,shahzadi,43,95,44,71,63.25,General
2305304,shaid,56,66,23,34,44.75,ST
2305305,shaifali,18,30,45,30,30.75,EWS
2305306,shaikh,98,95,75,45,78.25,EWS
2305307,shail,89,21,52,45,51.75,SC
2305308,shaila,45,30,50,71,49,ST
2305309,shailash,31,64,88,83,66.5,EWS
2305310,shailender,100,99,36,75,77.5,ST
2305311,shailesh,53,40,23,44,40,SC
2305312,shaili,22,46,36,90,48.5,EWS
2305313,shailja,91,78,84,63,79,ST
2305314,shaina,55,65,57,90,66.75,SC
2305315,shaira,80,54,89,43,66.5,General
2305316,shajid,92,55,86,86,79.75,General
2305317,shajiya,24,45,58,16,35.75,ST
2305318,shakar,77,65,34,34,52.5,General
2305319,shakeela,74,74,57,57,65.5,General
2305320,shakeena,66,90,79,75,77.5,ST
2305321,shakhtnsana,75,64,36,93,67,EWS
2305322,shakib,25,26,88,100,59.75,General
2305323,shakil,19,28,29,39,28.75,General
2305324,shakina,49,47,20,39,38.75,General
2305325,shakir,97,69,80,93,84.75,ST
2305326,shakshi,64,30,91,38,55.75,EWS
2305327,shakti,18,53,47,73,47.75,EWS
2305328,shakun,49,74,84,52,64.75,ST
2305329,shakuna,85,21,44,81,57.75,SC
2305330,shakuntala,63,59,90,74,71.5,General
2305331,shakuntla,66,43,61,70,60,EWS
2305332,shakuntla/baby,42,82,54,93,67.75,SC
2305333,shakutal,18,35,29,90,43,General
2305334,shalender,64,88,56,73,70.25,General
2305335,shalesh,85,43,73,34,58.75,EWS
2305336,shalid,52,71,43,99,66.25,SC
2305337,shalig,47,18,18,56,34.75,General
2305338,shalini,36,38,33,97,51,SC
2305339,shallu,19,26,63,79,46.75,ST
2305340,shaloo,91,29,53,48,55.25,ST
2305341,shalu,72,81,87,85,81.25,SC
2305342,sham,90,93,86,44,78.25,SC
2305343,shama,94,87,16,39,59,General
2305344,shambhu,44,18,22,65,37.25,ST
2305345,shambu,56,88,61,50,63.75,EWS
2305346,shami,83,47,20,44,48.5,EWS
2305347,shamim,26,69,77,18,47.5,EWS
2305348,shamima,70,22,37,72,50.25,EWS
2305349,shamina,39,70,18,47,43.5,ST
2305350,shampa,100,22,33,87,60.5,EWS
2305351,shamrin,61,85,30,50,56.5,EWS
2305352,shamshad,32,44,41,30,36.75,General
2305353,shamsher,95,55,93,66,77.25,SC
2305354,shamshina,76,98,25,41,60,SC
2305355,shamshudin,66,43,57,67,58.25,General
2305356,shamsuddin,68,42,97,71,69.5,EWS
2305357,shan,29,84,67,100,70,General
2305358,shana,88,37,49,78,63,SC
2305359,shanah,77,44,27,96,61,ST
2305360,shanaj,59,64,20,50,48.25,SC
2305361,shanawaz,28,65,95,59,61.75,SC
2305362,shanaz,32,80,43,52,51.75,SC
2305363,shanbhu,28,94,47,94,65.75,ST
2305364,shani,60,40,69,30,49.75,ST
2305365,shanichari,91,93,82,91,89.25,General
2305366,shanjhan,62,32,23,67,46,SC
2305367,shankar,39,93,58,38,57,EWS
2305368,shankarlal,100,89,87,17,73.25,EWS
2305369,shanker,17,68,91,49,56.25,EWS
2305370,shankri,50,88,91,50,69.75,ST
2305371,shankuntla,56,44,37,50,46.75,SC
2305372,shanno,21,21,22,89,38.25,EWS
2305373,shanshak,57,50,51,93,62.75,SC
2305374,shanta,100,68,50,99,79.25,EWS
2305375,shanti,97,66,88,25,69,ST
2305376,shanty,54,61,25,86,56.5,EWS
2305377,shanu,19,24,75,94,53,EWS
2305378,shanvaj,33,55,28,62,44.5,General
2305379,shanwaj,71,41,79,74,66.25,EWS
2305380,shanwaz,16,15,35,50,29,ST
2305381,sharad,72,65,79,63,69.75,SC
2305382,sharadhha,22,55,74,50,50.25,EWS
2305383,sharanjeet,79,59,42,41,55.25,ST
2305384,sharat,73,67,69,80,72.25,EWS
2305385,sharda,25,42,58,46,42.75,General
2305386,shardanand,28,76,48,93,61.25,EWS
2305387,shardha,44,23,28,78,43.25,SC
2305388,sharee,70,65,22,36,48.25,SC
2305389,sharib,42,23,92,40,49.25,General
2305390,sharinimle,58,68,43,58,56.75,General
2305391,sharjprit,36,44,64,36,45,EWS
2305392,sharmila,94,81,87,37,74.75,ST
2305393,sharmili,93,52,46,38,57.25,EWS
2305394,sharmistha,40,19,77,50,46.5,EWS
2305395,sharukh,58,77,46,54,58.75,General
2305396,sharuna,42,57,83,26,52,General
2305397,sharwan,98,47,76,81,75.5,ST
2305398,shashai,60,25,74,94,63.25,ST
2305399,shashank,73,60,93,36,65.5,General
2305400,shashi,30,32,20,30,28,EWS
2305401,shashibala,15,31,65,33,36,EWS
2305402,shashid,29,95,40,86,62.5,SC
2305403,shashikant,73,42,57,16,47,SC
2305404,shashwat,100,56,67,68,72.75,General
2305405,shaswat,88,90,99,33,77.5,EWS
2305406,shathi,48,39,35,35,39.25,ST
2305407,shatish,96,38,39,67,60,General
2305408,shaturughyan,71,87,96,65,79.75,General
2305409,shaubha,29,86,62,95,68,ST
2305410,shaukat,19,49,56,78,50.5,General
2305411,shaulal,88,71,91,35,71.25,SC
2305412,shaurabh,97,60,46,25,57,EWS
2305413,shavani,90,96,20,82,72,SC
2305414,shaving,81,61,18,47,51.75,EWS
2305415,shavitri,99,31,78,16,56,ST
2305416,shayam,87,77,30,74,67,General
2305417,shayampuri,55,70,76,23,56,ST
2305418,shayamveer,42,65,17,64,47,SC
2305419,shayana,63,73,97,75,77,ST
2305420,shayma,22,74,77,65,59.5,ST
2305421,shaymu,35,97,72,16,55,ST
2305422,shayna,46,35,88,19,47,ST
2305423,shayra,56,53,76,47,58,ST
2305424,shazad,41,69,75,99,71,General
2305425,shazida,24,43,15,98,45,SC
2305426,shbana,73,100,43,90,76.5,General
2305427,sheak,79,40,48,37,51,EWS
2305428,sheeak,22,45,98,80,61.25,ST
2305429,sheela,80,71,95,86,83,General
2305430,sheelu,36,94,100,22,63,General
2305431,sheensar,85,93,30,72,70,General
2305432,sheenu,94,79,87,83,85.75,ST
2305433,sheetal,70,37,78,50,58.75,EWS
2305434,shefali,45,48,37,81,52.75,General
2305435,sheh,82,69,41,86,69.5,General
2305436,shehnaz,99,87,56,16,64.5,SC
2305437,sheikh,60,28,73,78,59.75,ST
2305438,sheikhsai,44,25,18,19,26.5,ST
2305439,sheilesh,15,99,33,83,57.5,General
2305440,sheish,64,92,38,93,71.75,SC
2305441,shekh,98,37,64,28,56.75,SC
2305442,shekhar,21,34,74,61,47.5,ST
2305443,shekher,25,94,81,56,64,SC
2305444,shekiba,33,24,55,88,50,SC
2305445,shela,78,92,72,97,84.75,ST
2305446,shelender,98,38,91,20,61.75,SC
2305447,shelendra,61,77,39,63,60,General
2305448,shelesh,45,34,57,37,43.25,EWS
2305449,shelly,28,34,68,55,46.25,EWS
2305450,shenaz,95,27,59,97,69.5,SC
2305451,sher,30,92,47,58,56.75,EWS
2305452,sheru,43,43,50,23,39.75,SC
2305453,shetal,47,80,88,40,63.75,SC
2305454,shetan,29,44,56,81,52.5,General
2305455,shgita,88,76,33,48,61.25,SC
2305456,shi,100,90,96,15,75.25,ST
2305457,shi8vprakash,56,45,65,84,62.5,SC
2305458,shib,98,53,15,56,55.5,EWS
2305459,shiba,99,59,33,100,72.75,SC
2305460,shibu,96,86,85,44,77.75,SC
2305461,shidharth,96,22,98,33,62.25,SC
2305462,shiena,98,58,64,21,60.25,EWS
2305463,shifali,97,75,24,25,55.25,General
2305464,shika,96,86,95,85,90.5,EWS
2305465,shikha,99,29,39,21,47,General
2305466,shil,97,89,83,71,85,SC
2305467,shila,99,81,77,27,71,EWS
2305468,shilap,96,85,96,31,77,EWS
2305469,shilly,99,83,23,25,57.5,SC
2305470,shilpa,100,45,54,23,55.5,SC
2305471,shilpi,100,87,44,44,68.75,ST
2305472,shilu,99,59,50,59,66.75,ST
2305473,shima,98,20,90,80,72,General
2305474,shimala,96,63,93,76,82,SC
2305475,shimla,100,40,90,35,66.25,EWS
2305476,shimpi,96,79,50,95,80,EWS
2305477,shimran,97,84,21,94,74,ST
2305478,shine,96,87,15,62,65,EWS
2305479,shipra,99,50,52,81,70.5,General
2305480,shiraj,100,92,100,30,80.5,General
2305481,shirishty,99,23,88,83,73.25,ST
2305482,shish,97,72,68,28,66.25,SC
2305483,shishpal,96,21,34,36,46.75,General
2305484,shishram,99,39,51,85,68.5,ST
2305485,shishul,99,24,94,100,79.25,ST
2305486,shispal,100,58,79,53,72.5,EWS
2305487,shisupal,98,63,58,37,64,EWS
2305488,shital,100,27,39,67,58.25,ST
2305489,shiteel,97,61,78,60,74,SC
2305490,shittal,97,66,76,54,73.25,SC
2305491,shiv,99,98,96,81,93.5,EWS
2305492,shiva,97,36,15,67,53.75,ST
2305493,shivaji,100,19,81,61,65.25,EWS
2305494,shivalika,99,56,59,21,58.75,General
2305495,shivam,98,85,67,65,78.75,ST
2305496,shivangi,97,24,56,20,49.25,EWS
2305497,shivani,100,100,40,57,74.25,EWS
2305498,shivbhagvan,99,53,87,49,72,ST
2305499,shivcharan,98,93,72,48,77.75,ST
2305500,shivji,97,77,96,97,91.75,ST
2305501,shivkumari,100,47,40,15,50.5,EWS
2305502,shivlal,97,49,19,25,47.5,ST
2305503,shivnath,100,42,31,26,49.75,SC
2305504,shivraj,97,58,64,61,70,ST
2305505,shivram,98,95,91,33,79.25,General
2305506,shivyalam,99,82,56,40,69.25,ST
2305507,shiwani,99,87,56,98,85,SC
2305508,shiya,100,86,37,28,62.75,ST
2305509,shjad,99,93,69,42,75.75,EWS
2305510,shkil,100,47,27,18,48,SC
2305511,shkundla,96,45,73,94,77,General
2305512,shkuntala,98,84,32,37,62.75,SC
2305513,shkur,96,72,35,76,69.75,SC
2305514,shlender,96,19,98,77,72.5,ST
2305515,shma,100,39,43,15,49.25,EWS
2305516,shmejha,97,53,96,61,76.75,General
2305517,shneha,99,59,54,92,76,ST
2305518,shoab,97,84,75,82,84.5,SC
2305519,shoaib,99,62,87,24,68,General
2305520,shoan,98,83,78,95,88.5,General
2305521,shobha,100,92,80,69,85.25,General
2305522,shobharam,99,51,44,31,56.25,SC
2305523,shobhit,96,17,52,48,53.25,ST
2305524,shobina,98,86,39,47,67.5,EWS
2305525,shohan,99,88,84,70,85.25,SC
2305526,shoiba,99,97,50,38,71,General
2305527,shokar,97,86,93,43,79.75,General
2305528,shokat,99,43,33,19,48.5,ST
2305529,shokesh,96,64,22,42,56,EWS
2305530,shokraji,99,76,29,79,70.75,ST
2305531,shorav,97,37,34,16,46,General
2305532,shoukat,96,78,95,26,73.75,ST
2305533,shoyab,99,52,40,31,55.5,SC
2305534,shqakuntla,96,61,27,60,61,ST
2305535,shrabani,99,46,68,59,68,EWS
2305536,shravani,97,45,69,33,61,General
2305537,shrawan,99,58,33,99,72.25,EWS
2305538,shree,96,16,34,90,59,SC
2305539,shreee,99,36,29,59,55.75,SC
2305540,shreemati,100,49,68,47,66,EWS
2305541,shreeniwas,97,38,53,57,61.25,EWS
2305542,shri,98,24,60,25,51.75,SC
2305543,shrikant,98,55,66,19,59.5,SC
2305544,shrimati,96,45,47,62,62.5,EWS
2305545,shrinath,99,44,30,23,49,General
2305546,shripal,96,78,29,16,54.75,ST
2305547,shriram,97,94,32,96,79.75,EWS
2305548,shrishti,98,33,30,74,58.75,EWS
2305549,shrotam,96,30,75,65,66.5,ST
2305550,shruti,98,56,33,21,52,SC
2305551,shsi,99,69,88,23,69.75,EWS
2305552,shubankar,100,45,32,27,51,General
2305553,shubham,96,86,53,20,63.75,ST
2305554,shubhm,98,92,31,76,74.25,ST
2305555,shukla,99,72,85,25,70.25,General
2305556,shukramani,98,97,37,94,81.5,ST
2305557,shukveer,99,39,17,29,46,SC
2305558,shulal,98,90,41,41,67.5,EWS
2305559,shulekha,96,61,33,97,71.75,SC
2305560,shumita,100,52,37,92,70.25,SC
2305561,shun,97,47,90,89,80.75,SC
2305562,shur,100,75,15,22,53,ST
2305563,shushil,100,26,38,29,48.25,EWS
2305564,shushila,100,62,26,44,58,SC
2305565,shushma,97,21,24,95,59.25,EWS
2305566,shushree,100,15,74,87,69,ST
2305567,shusila,97,79,57,50,70.75,SC
2305568,shvani,100,32,43,98,68.25,General
2305569,shveta,100,58,49,72,69.75,General
2305570,shweta,99,66,50,35,62.5,General
2305571,shyad,96,61,18,25,50,ST
2305572,shyam,96,89,23,60,67,SC
2305573,shyama,100,96,40,32,67,EWS
2305574,shyamlal,96,73,33,48,62.5,General
2305575,shyamvati,98,53,84,17,63,EWS
2305576,shyamveer,98,53,45,70,66.5,SC
2305577,shyan,100,42,53,27,55.5,EWS
2305578,shymo,97,55,66,46,66,General
2305579,shyoram,98,31,26,66,55.25,SC
2305580,sibanaz,99,24,25,94,60.5,General
2305581,sidarth,99,96,48,37,70,ST
2305582,siddarth,98,64,21,90,68.25,EWS
2305583,siddharth,97,22,62,72,63.25,EWS
2305584,siddhi,99,57,48,37,60.25,ST
2305585,sidh,99,47,24,75,61.25,General
2305586,sidhant,100,34,78,59,67.75,SC
2305587,sidharath,100,25,51,87,65.75,ST
2305588,sidhart,97,32,96,79,76,SC
2305589,sidharth,100,42,56,75,68.25,General
2305590,sidheswar,96,96,82,24,74.5,EWS
2305591,sidhi,99,30,80,71,70,EWS
2305592,sidhrath,100,86,95,54,83.75,SC
2305593,sifa,96,55,55,94,75,EWS
2305594,sikandar,99,30,21,28,44.5,General
2305595,sikander,100,71,18,73,65.5,General
2305596,sikender,96,71,51,19,59.25,ST
2305597,sikha,98,88,57,40,70.75,SC
2305598,sila,99,79,89,57,81,General
2305599,silender,98,96,99,81,93.5,ST
2305600,silpa,97,87,86,88,89.5,EWS
2305601,silpi,97,39,71,67,68.5,ST
2305602,silvia,96,74,65,48,70.75,ST
2305603,sima,98,90,78,71,84.25,ST
2305604,simabharti,97,16,63,18,48.5,EWS
2305605,similata,100,56,59,77,73,SC
2305606,simmi,100,45,41,100,71.5,ST
2305607,simmy,99,36,90,80,76.25,ST
2305608,simpi,96,95,69,89,87.25,ST
2305609,simran,99,57,67,95,79.5,ST
2305610,simranjeet,97,47,50,27,55.25,ST
2305611,simren,98,33,28,59,54.5,General
2305612,sinaa,98,19,68,73,64.5,ST
2305613,sinder,100,76,50,54,70,General
2305614,sinil,99,88,32,57,69,ST
2305615,sinta,97,69,24,41,57.75,General
2305616,sintu,96,37,45,45,55.75,General
2305617,sipra,96,67,46,96,76.25,SC
2305618,sira,98,51,62,71,70.5,General
2305619,siraj,97,18,37,76,57,General
2305620,sirajuddin,99,64,35,98,74,ST
2305621,sirazudeen,97,81,99,68,86.25,SC
2305622,sirish,100,33,54,70,64.25,General
2305623,sirjna,99,67,78,79,80.75,EWS
2305624,sishpal,96,19,66,75,64,SC
2305625,sispal,97,72,39,60,67,EWS
2305626,sisty,99,100,18,96,78.25,EWS
2305627,sita,97,50,86,58,72.75,General
2305628,sital,97,83,43,76,74.75,SC
2305629,sitar,98,91,21,18,57,ST
2305630,sitara,98,40,25,60,55.75,General
2305631,sitaram,96,31,41,98,66.5,EWS
2305632,sitare,97,92,83,39,77.75,EWS
2305633,sitender,96,95,81,53,81.25,General
2305634,sithal,96,75,45,92,77,General
2305635,sitra,100,83,48,55,71.5,SC
2305636,sivam,100,100,42,38,70,SC
2305637,sivani,99,38,15,94,61.5,EWS
2305638,siwani,96,66,42,43,61.75,SC
2305639,siya,99,96,79,65,84.75,EWS
2305640,siyaram,98,37,86,87,77,ST
2305641,siza,97,65,38,19,54.75,EWS
2305642,skunatla,96,55,72,80,75.75,EWS
2305643,smariti,96,32,85,32,61.25,EWS
2305644,smarti,98,64,62,54,69.5,EWS
2305645,smriti,100,77,68,33,69.5,EWS
2305646,smt,96,70,64,15,61.25,ST
2305647,"smt,",100,55,47,94,74,ST
2305648,smts,99,35,57,60,62.75,ST
2305649,sna,98,23,39,34,48.5,SC
2305650,snah,100,87,28,83,74.5,EWS
2305651,sneh,96,42,65,36,59.75,SC
2305652,sneha,98,39,39,28,51,SC
2305653,snehlata,96,23,63,87,67.25,General
2305654,sngeeta,100,38,74,58,67.5,General
2305655,snjana,96,55,97,47,73.75,General
2305656,sntosh,100,21,28,28,44.25,EWS
2305657,soam,96,36,71,56,64.75,EWS
2305658,soba,100,95,55,48,74.5,EWS
2305659,soban,100,45,44,98,71.75,General
2305660,sobha,97,45,90,79,77.75,SC
2305661,sobi,100,93,69,21,70.75,EWS
2305662,sobit,96,41,95,15,61.75,EWS
2305663,sodan,100,64,64,46,68.5,EWS
2305664,sofali,96,23,44,86,62.25,General
2305665,sohaib,97,88,79,55,79.75,ST
2305666,sohail,96,15,63,62,59,General
2305667,sohal,98,92,80,62,83,EWS
2305668,sohan,97,97,82,83,89.75,General
2305669,sohanlal,100,30,18,43,47.75,ST
2305670,sohanpal,96,15,36,94,60.25,EWS
2305671,soheb,100,95,61,33,72.25,ST
2305672,sohel,97,89,15,69,67.5,General
2305673,sohi,96,24,85,65,67.5,ST
2305674,sohib,96,22,92,26,59,General
2305675,sohil,99,38,31,99,66.75,ST
2305676,sohnal,100,37,19,95,62.75,EWS
2305677,sohni,96,41,37,16,47.5,ST
2305678,sokat,97,36,25,89,61.75,ST
2305679,sokin,98,43,93,65,74.75,ST
2305680,som,98,80,26,96,75,SC
2305681,soma,100,86,76,23,71.25,SC
2305682,sombir,98,67,82,93,85,General
2305683,somdath,98,73,71,63,76.25,General
2305684,somdevi,99,69,56,53,69.25,SC
2305685,somender,100,47,55,21,55.75,EWS
2305686,somesh,99,42,54,100,73.75,ST
2305687,somi,98,54,22,70,61,SC
2305688,somil,99,79,58,81,79.25,General
2305689,somnath,97,55,49,77,69.5,SC
2305690,sompal,96,73,42,83,73.5,General
2305691,somprakash,96,56,72,56,70,EWS
2305692,somwati,98,46,99,47,72.5,ST
2305693,son,99,28,30,57,53.5,SC
2305694,sona,98,47,99,30,68.5,EWS
2305695,sonaki,99,19,67,25,52.5,EWS
2305696,sonal,97,60,79,83,79.75,EWS
2305697,sonali,100,78,26,38,60.5,ST
2305698,sonam,98,31,80,84,73.25,SC
2305699,sone,100,75,84,99,89.5,SC
2305700,soni,99,37,98,93,81.75,General
2305701,sonia,100,57,51,17,56.25,EWS
2305702,sonika,97,47,77,36,64.25,ST
2305703,soniya,100,93,96,64,88.25,SC
2305704,"soniya,",96,20,90,72,69.5,ST
2305705,sonu,99,59,49,20,56.75,ST
2305706,sony,97,22,73,95,71.75,General
2305707,sonyi,97,44,84,33,64.5,EWS
2305708,soona,98,97,69,94,89.5,SC
2305709,soonam,98,29,66,51,61,General
2305710,sooraj,97,82,74,98,87.75,General
2305711,sorab,98,19,46,69,58,SC
2305712,sorabh,99,40,51,26,54,EWS
2305713,sorav,98,69,97,94,89.5,General
2305714,sorbh,98,60,46,91,73.75,EWS
2305715,sosan,99,88,47,79,78.25,SC
2305716,sosari,97,27,17,81,55.5,EWS
2305717,sosri,99,18,93,88,74.5,ST
2305718,sotaj,100,50,37,29,54,General
2305719,sourab,98,36,31,39,51,General
2305720,sourabh,100,57,95,85,84.25,EWS
2305721,sourav,99,69,38,73,69.75,EWS
2305722,souvik,98,19,40,83,60,EWS
2305723,sowar,97,66,74,88,81.25,EWS
2305724,soyab,98,17,85,34,58.5,ST
2305725,soyam,96,100,60,55,77.75,EWS
2305726,sozi,97,67,20,55,59.75,ST
2305727,spana,98,82,29,73,70.5,General
2305728,sparsh,98,91,21,59,67.25,EWS
2305729,spna,100,28,45,97,67.5,SC
2305730,srheeram,99,77,46,60,70.5,ST
2305731,sri,97,78,33,87,73.75,General
2305732,srikant,96,85,87,83,87.75,General
2305733,srimati,96,43,59,65,65.75,EWS
2305734,sriniwash,100,28,31,76,58.75,SC
2305735,srishty,99,93,29,21,60.5,SC
2305736,srita,99,41,83,60,70.75,General
2305737,stephen,98,82,88,81,87.25,EWS
2305738,stifen,99,84,51,81,78.75,SC
2305739,subani,97,32,16,45,47.5,General
2305740,subash,98,95,41,57,72.75,EWS
2305741,subato,98,72,27,22,54.75,ST
2305742,subburaiyalu,96,21,43,77,59.25,EWS
2305743,sube,99,55,40,27,55.25,ST
2305744,subesh,100,43,90,95,82,SC
2305745,subhadra,97,62,61,56,69,General
2305746,subhagi,97,84,61,46,72,EWS
2305747,subhagya,96,51,47,66,65,General
2305748,subhakar,96,25,52,56,57.25,ST
2305749,subham,96,38,75,59,67,General
2305750,subhan,98,55,43,79,68.75,ST
2305751,subhangi,98,47,80,79,76,EWS
2305752,subhapal,96,43,37,80,64,SC
2305753,subhas,97,47,90,72,76.5,EWS
2305754,subhash,97,52,25,90,66,EWS
2305755,subhdra,100,65,28,15,52,SC
2305756,subhi,98,61,98,62,79.75,SC
2305757,subhiya,96,25,34,71,56.5,EWS
2305758,subhod,97,48,82,19,61.5,ST
2305759,subhodh,96,25,20,45,46.5,ST
2305760,subin,98,33,38,90,64.75,General
2305761,subjeet,96,21,90,51,64.5,ST
2305762,subodh,100,69,48,58,68.75,SC
